age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
31,Private,339482,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,>50K
50,Private,192982,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,1848,40,United-States,>50K
27,Private,285897,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,45,United-States,>50K
37,Self-emp-not-inc,241463,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,65,United-States,>50K
30,Private,206046,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,>50K
49,Private,102583,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,44,United-States,>50K
52,State-gov,125796,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,1848,40,United-States,>50K
39,Local-gov,423605,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1848,40,Nicaragua,>50K
37,Private,204277,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1848,48,United-States,>50K
39,Private,186191,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,50,United-States,>50K
38,Private,172571,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,54,United-States,>50K
44,Private,192381,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,40,United-States,>50K
45,Private,54744,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,>50K
54,Private,93605,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1848,40,United-States,>50K
58,Private,156040,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,1848,40,United-States,>50K
36,Federal-gov,186934,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1848,55,United-States,>50K
45,Private,223999,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,1848,40,United-States,>50K
46,Federal-gov,349230,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,1848,40,United-States,>50K
41,Private,351161,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1848,45,United-States,>50K
41,Federal-gov,36651,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,40,United-States,>50K
34,Private,55717,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,50,United-States,>50K
33,Federal-gov,331615,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,40,United-States,>50K
63,Private,383058,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1848,40,United-States,>50K
56,Private,204049,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1848,50,United-States,>50K
48,Local-gov,242923,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,1848,40,United-States,>50K
40,Private,199900,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,55,United-States,>50K
59,Private,231377,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,45,United-States,>50K
32,Private,168854,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1848,50,United-States,>50K
29,Local-gov,190525,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,60,Germany,>50K
41,Private,149909,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,>50K
30,Private,129707,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1848,40,United-States,>50K
34,State-gov,318982,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1848,40,United-States,>50K
41,Private,77373,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1848,65,United-States,>50K
46,Private,189498,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,45,United-States,>50K
39,Private,91367,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,45,United-States,>50K
26,Private,366219,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1848,60,United-States,>50K
27,Private,215504,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1848,55,United-States,>50K
61,Private,181219,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,40,United-States,>50K
37,Private,103121,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1848,40,United-States,>50K
67,Private,197816,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1844,70,United-States,<=50K
66,,213149,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,1825,40,United-States,>50K
66,Self-emp-inc,253741,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1825,10,United-States,>50K
74,Self-emp-not-inc,292915,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1825,12,United-States,>50K
66,State-gov,132055,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1825,40,United-States,>50K
71,Self-emp-not-inc,494223,Some-college,10,Separated,Sales,Unmarried,Black,Male,0,1816,2,United-States,<=50K
80,Private,87518,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,1816,60,United-States,<=50K
24,Private,43323,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,1762,40,United-States,<=50K
20,,114746,11th,7,Married-spouse-absent,,Own-child,Asian-Pac-Islander,Female,0,1762,40,South,<=50K
28,Self-emp-not-inc,218555,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,1762,40,United-States,<=50K
59,Private,226922,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,1762,30,United-States,<=50K
24,Private,85088,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,1762,32,United-States,<=50K
24,Private,137591,Some-college,10,Never-married,Sales,Own-child,White,Male,0,1762,40,United-States,<=50K
52,Private,78012,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,1762,40,United-States,<=50K
39,Self-emp-not-inc,134475,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,1762,40,United-States,<=50K
43,Private,138184,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,1762,35,United-States,<=50K
22,Private,156822,10th,6,Never-married,Sales,Not-in-family,White,Female,0,1762,25,United-States,<=50K
30,Private,145231,Assoc-acdm,12,Divorced,Adm-clerical,Own-child,White,Female,0,1762,40,United-States,<=50K
21,Private,213341,11th,7,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,0,1762,40,Dominican-Republic,<=50K
24,Private,276851,HS-grad,9,Divorced,Protective-serv,Own-child,White,Female,0,1762,40,United-States,<=50K
21,Private,211968,Some-college,10,Never-married,Sales,Own-child,White,Female,0,1762,28,United-States,<=50K
49,Private,180899,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,0,1755,45,United-States,>50K
52,Private,117496,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,1755,40,United-States,>50K
38,Private,179488,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,1741,40,United-States,<=50K
30,Private,204374,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1741,48,United-States,<=50K
38,Local-gov,123983,Bachelors,13,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,1741,40,Vietnam,<=50K
25,Private,302465,12th,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,1741,40,United-States,<=50K
34,Private,271933,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,0,1741,45,United-States,<=50K
24,Federal-gov,314525,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,1741,45,United-States,<=50K
25,Private,168403,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,1741,40,United-States,<=50K
31,Private,255004,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1741,38,United-States,<=50K
39,Federal-gov,129573,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,1741,40,United-States,<=50K
35,Private,261241,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,1741,60,United-States,<=50K
31,Local-gov,127651,10th,6,Never-married,Transport-moving,Other-relative,White,Male,0,1741,40,United-States,<=50K
30,Private,104052,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,1741,42,United-States,<=50K
42,Local-gov,109684,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1741,35,United-States,<=50K
42,Private,202188,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,1741,50,United-States,<=50K
41,Private,394669,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,1741,40,United-States,<=50K
46,Private,33109,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1741,40,United-States,<=50K
34,Private,176185,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1741,40,United-States,<=50K
33,,289046,HS-grad,9,Divorced,,Not-in-family,Black,Male,0,1741,40,United-States,<=50K
36,Private,321733,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,1741,40,United-States,<=50K
36,Private,171676,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,1741,40,United-States,<=50K
44,Federal-gov,139161,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Female,0,1741,40,United-States,<=50K
28,Private,191088,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,1741,52,United-States,<=50K
52,Private,208630,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,1741,38,United-States,<=50K
43,Private,191712,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,1741,40,United-States,<=50K
45,Private,428350,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,1740,40,United-States,<=50K
30,Private,212237,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1740,45,United-States,<=50K
50,Local-gov,177705,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1740,48,United-States,<=50K
41,Local-gov,343079,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1740,20,United-States,<=50K
31,Private,47296,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1740,20,United-States,<=50K
27,Self-emp-inc,64379,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K
63,Private,275034,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1740,35,United-States,<=50K
33,Private,100135,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1740,25,United-States,<=50K
28,Private,183780,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,40,United-States,<=50K
34,Local-gov,210164,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K
31,Private,106753,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K
30,Private,177216,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,1740,40,Haiti,<=50K
47,State-gov,469907,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1740,40,United-States,<=50K
35,Private,148581,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K
32,Private,209808,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1740,47,United-States,<=50K
33,Self-emp-not-inc,155151,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1740,50,United-States,<=50K
38,Private,184655,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,48,United-States,<=50K
35,Self-emp-inc,189404,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1740,40,United-States,<=50K
42,Private,248094,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,43,United-States,<=50K
47,Federal-gov,20956,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K
34,Local-gov,134886,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,1740,35,United-States,<=50K
53,Private,96062,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1740,40,United-States,<=50K
37,Private,200598,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1740,45,United-States,<=50K
33,Private,146440,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K
32,Private,199655,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Other,Female,0,1740,40,,<=50K
38,Local-gov,210991,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K
52,Private,191529,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1740,60,United-States,<=50K
35,Local-gov,668319,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1740,80,United-States,<=50K
46,Private,113390,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1740,60,United-States,<=50K
28,Private,293926,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,30,United-States,<=50K
58,Private,138285,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K
29,Self-emp-inc,168221,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1740,70,United-States,<=50K
30,Private,194827,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K
53,Federal-gov,167380,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,50,United-States,<=50K
53,Private,208321,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,1740,40,United-States,<=50K
31,Private,109428,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1740,40,United-States,<=50K
46,State-gov,107231,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1740,40,United-States,<=50K
59,Private,314149,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,1740,50,United-States,<=50K
62,Self-emp-not-inc,197353,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K
46,Private,148738,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1740,35,United-States,<=50K
45,Private,227791,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1740,50,United-States,<=50K
63,State-gov,216871,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1740,40,United-States,<=50K
73,Private,301210,1st-4th,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1735,20,United-States,<=50K
75,Self-emp-not-inc,205860,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1735,40,United-States,<=50K
45,Local-gov,132563,Prof-school,15,Divorced,Prof-specialty,Unmarried,Black,Female,0,1726,40,United-States,<=50K
39,Private,237943,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,1726,40,United-States,<=50K
32,State-gov,213389,Some-college,10,Divorced,Protective-serv,Unmarried,White,Female,0,1726,38,United-States,<=50K
25,Private,122489,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,1726,60,United-States,<=50K
24,Private,172146,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,1721,40,United-States,<=50K
24,Private,106085,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,1721,30,United-States,<=50K
31,Private,120672,11th,7,Divorced,Handlers-cleaners,Other-relative,Black,Male,0,1721,40,United-States,<=50K
31,Private,273324,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,1721,16,United-States,<=50K
20,Private,91939,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,1721,30,United-States,<=50K
39,Private,52978,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,1721,55,United-States,<=50K
19,Private,184737,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,1721,40,United-States,<=50K
18,Private,144711,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,1721,40,United-States,<=50K
18,Private,193290,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,1721,20,United-States,<=50K
23,,381741,Assoc-acdm,12,Never-married,,Own-child,White,Male,0,1721,20,United-States,<=50K
19,Local-gov,210308,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1721,30,United-States,<=50K
17,Private,148522,11th,7,Never-married,Other-service,Own-child,White,Male,0,1721,15,United-States,<=50K
17,Private,93235,12th,8,Never-married,Other-service,Own-child,White,Female,0,1721,25,United-States,<=50K
22,,236330,Some-college,10,Never-married,,Own-child,Black,Male,0,1721,20,United-States,<=50K
19,Private,243941,Some-college,10,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Female,0,1721,25,United-States,<=50K
21,Private,132053,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1721,35,United-States,<=50K
23,Private,129767,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,1721,40,United-States,<=50K
39,Self-emp-not-inc,251710,10th,6,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,1721,15,United-States,<=50K
20,Private,111697,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1719,28,United-States,<=50K
20,State-gov,223515,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,0,1719,20,United-States,<=50K
21,Private,32616,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,1719,16,United-States,<=50K
18,Private,201901,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,1719,15,United-States,<=50K
30,,96851,Some-college,10,Never-married,,Not-in-family,White,Female,0,1719,25,United-States,<=50K
19,Private,387215,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,1719,16,United-States,<=50K
22,Private,217961,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,1719,30,United-States,<=50K
26,Private,322614,Preschool,1,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,1719,40,Mexico,<=50K
19,Private,158118,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,1719,40,United-States,<=50K
22,Private,347867,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,1719,40,United-States,<=50K
37,Private,252947,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,1719,32,United-States,<=50K
